index,Sku,Style Id,Gender,Catalog,Category,Weight,TP 1,TP 2,Ajio MRP,Amazon MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Snapdeal MRP
2575,Os1041_L,Os1041,Male,Socks,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2576,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2577,Os1041_L,Os1041,Male,Socks,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2578,Os1041_L,Os1041,Male,Dress,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2579,Os1041_L,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2580,Os1041_L,Os1041,Male,T-shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2581,Os1041_L,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2582,Os1041_L,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2583,Os1041_L,Os1041,Male,Jeans,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2584,Os1041_L,Os1041,Male,Shorts,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2585,Os1041_L,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2586,Os1041_L,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2587,Os1041_L,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2588,Os1041_L,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2589,Os1041_L,Os1041,Male,Coat,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2590,Os1041_L,Os1041,Male,Dress,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2591,Os1041_L,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2592,Os1041_L,Os1041,Male,Skirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2593,Os1041_L,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2594,Os1041_L,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2595,Os1041_L,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2596,Os1041_L,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2597,Os1041_L,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2598,Os1041_L,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2599,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2600,Os1041_L,Os1041,Male,T-shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2601,Os1041_L,Os1041,Male,Jacket,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2602,Os1041_L,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2603,Os1041_L,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2604,Os1041_L,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2605,Os1041_L,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2606,Os1041_L,Os1041,Male,Jeans,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2607,Os1041_L,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2608,Os1041_L,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2609,Os1041_L,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2610,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2611,Os1041_L,Os1041,Male,Shorts,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2612,Os1041_L,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2613,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2614,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2615,Os1041_L,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2616,Os1041_L,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2617,Os1041_L,Os1041,Male,Dress,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2618,Os1041_L,Os1041,Male,Gloves,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2619,Os1041_L,Os1041,Male,Gloves,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2620,Os1041_L,Os1041,Male,Jeans,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2621,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2622,Os1041_L,Os1041,Male,Jacket,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2623,Os1041_L,Os1041,Male,Skirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2624,Os1041_L,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2625,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2626,Os1041_L,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2627,Os1041_L,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2628,Os1041_L,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2629,Os1041_L,Os1041,Male,Jeans,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2630,Os1041_L,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2631,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2632,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2633,Os1041_L,Os1041,Male,T-shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2634,Os1041_L,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2635,Os1041_L,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2636,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2637,Os1041_L,Os1041,Male,Backpack,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2638,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2639,Os1041_L,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2640,Os1041_L,Os1041,Male,Coat,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2641,Os1041_L,Os1041,Male,Dress,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2642,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2643,Os1041_L,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2644,Os1041_L,Os1041,Male,Shoes,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2645,Os1041_L,Os1041,Male,T-shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2646,Os1041_L,Os1041,Male,Shoes,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2647,Os1041_L,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2648,Os1041_L,Os1041,Male,Shorts,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2649,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2650,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2651,Os1041_L,Os1041,Male,Shorts,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2652,Os1041_L,Os1041,Male,Sunglasses,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2653,Os1041_L,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2654,Os1041_L,Os1041,Male,T-shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2655,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2656,Os1041_L,Os1041,Male,Shorts,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2657,Os1041_L,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2658,Os1041_L,Os1041,Male,Backpack,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2659,Os1041_L,Os1041,Male,Shoes,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2660,Os1041_L,Os1041,Male,Coat,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2661,Os1041_L,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2662,Os1041_L,Os1041,Male,Gloves,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2663,Os1041_L,Os1041,Male,Handbag,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2664,Os1041_L,Os1041,Male,Socks,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2665,Os1041_L,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2666,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2667,Os1041_L,Os1041,Male,Coat,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2668,Os1041_L,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2669,Os1041_L,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2670,Os1041_L,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2671,Os1041_L,Os1041,Male,Handbag,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2672,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2673,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2674,Os1041_L,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2675,Os1041_L,Os1041,Male,Sunglasses,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2676,Os1041_L,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2677,Os1041_L,Os1041,Male,T-shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2678,Os1041_L,Os1041,Male,Dress,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2679,Os1041_L,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2680,Os1041_L,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2681,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2682,Os1041_L,Os1041,Male,Socks,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2683,Os1041_L,Os1041,Male,Sunglasses,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2684,Os1041_L,Os1041,Male,Coat,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2685,Os1041_L,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2686,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2687,Os1041_L,Os1041,Male,Backpack,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2688,Os1041_L,Os1041,Male,Shorts,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2689,Os1041_L,Os1041,Male,Jacket,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2690,Os1041_L,Os1041,Male,Backpack,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2691,Os1041_L,Os1041,Male,Scarf,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2692,Os1041_L,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2693,Os1041_L,Os1041,Male,Skirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2694,Os1041_L,Os1041,Male,Dress,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2695,Os1041_L,Os1041,Male,Coat,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2696,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2697,Os1041_L,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2698,Os1041_L,Os1041,Male,Handbag,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2699,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2700,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2701,Os1041_L,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2702,Os1041_L,Os1041,Male,Shoes,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2703,Os1041_L,Os1041,Male,Scarf,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2704,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2705,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2706,Os1041_L,Os1041,Male,Gloves,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2707,Os1041_L,Os1041,Male,Handbag,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2708,Os1041_L,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2709,Os1041_L,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2710,Os1041_L,Os1041,Male,Sunglasses,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2711,Os1041_L,Os1041,Male,Jacket,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2712,Os1041_L,Os1041,Male,T-shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2713,Os1041_L,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2714,Os1041_L,Os1041,Male,Shoes,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2715,Os1041_L,Os1041,Male,Jacket,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2716,Os1041_L,Os1041,Male,Scarf,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2717,Os1041_L,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2718,Os1041_L,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2719,Os1041_L,Os1041,Male,Jacket,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2720,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2721,Os1041_L,Os1041,Male,Dress,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2722,Os1041_L,Os1041,Male,Scarf,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2723,Os1041_L,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2724,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2725,Os1041_L,Os1041,Male,Gloves,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2726,Os1041_L,Os1041,Male,Gloves,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2727,Os1041_L,Os1041,Male,Coat,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2728,Os1041_L,Os1041,Male,Scarf,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2729,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2730,Os1041_L,Os1041,Male,Sunglasses,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2731,Os1041_L,Os1041,Male,Dress,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2732,Os1041_L,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2733,Os1041_L,Os1041,Male,Backpack,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2734,Os1041_L,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2735,Os1041_L,Os1041,Male,Sunglasses,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2736,Os1041_L,Os1041,Male,Backpack,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2737,Os1041_L,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2738,Os1041_L,Os1041,Male,Socks,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2739,Os1041_L,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2740,Os1041_L,Os1041,Male,Handbag,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2741,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2742,Os1041_L,Os1041,Male,Backpack,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2743,Os1041_L,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2744,Os1041_L,Os1041,Male,Skirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2745,Os1041_L,Os1041,Male,Shorts,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2746,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2747,Os1041_L,Os1041,Male,Socks,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2748,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2749,Os1041_L,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2750,Os1041_L,Os1041,Male,Shorts,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2751,Os1041_L,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2752,Os1041_L,Os1041,Male,Handbag,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2753,Os1041_L,Os1041,Male,Jeans,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2754,Os1041_L,Os1041,Male,Dress,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2755,Os1041_L,Os1041,Male,Dress,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2756,Os1041_L,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2757,Os1041_L,Os1041,Male,Jacket,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2758,Os1041_L,Os1041,Male,Coat,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2759,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2760,Os1041_L,Os1041,Male,Backpack,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2761,Os1041_L,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2762,Os1041_L,Os1041,Male,Skirt,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2763,Os1041_L,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2764,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2765,Os1041_L,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2766,Os1041_L,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2767,Os1041_L,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2768,Os1041_L,Os1041,Male,Scarf,Accessories,0.4,432,485.19,678,2000,2000,2000,2000,564
2769,Os1041_L,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2770,Os1041_L,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2771,Os1041_L,Os1041,Male,Coat,Outerwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2772,Os1041_L,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2773,Os1041_L,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2774,Os1041_L,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2775,Os1041_L,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,2000,2000,2000,2000,564
2776,Os1041_L,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,2000,2000,2000,2000,564
2777,Os1041_L,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,445,445,445,445,564
2778,Os1041_L,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,445,445,445,445,564
2779,Os1041_L,Os1041,Male,Jeans,Clothing,0.4,432,485.19,678,445,445,445,445,564
2780,Os1041_M,Os1041,Male,Hoodie,Clothing,0.4,432,485.19,678,445,445,445,445,564
2781,Os1041_M,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,445,445,445,445,564
2782,Os1041_M,Os1041,Male,Socks,Clothing,0.4,432,485.19,678,445,445,445,445,445
2783,Os1041_M,Os1041,Male,Dress,Clothing,0.4,432,485.19,678,445,445,445,445,445
2784,Os1041_M,Os1041,Male,Jacket,Outerwear,0.4,432,485.19,678,445,445,445,445,445
2785,Os1041_M,Os1041,Male,Jacket,Outerwear,0.4,432,485.19,678,445,445,445,445,445
2786,Os1041_M,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,445,445,445,445,445
2787,Os1041_M,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,445,445,445,445,445
2788,Os1041_M,Os1041,Male,Pants,Clothing,0.4,432,485.19,678,445,445,445,445,445
2789,Os1041_M,Os1041,Male,Coat,Outerwear,0.4,432,485.19,678,445,445,445,445,445
2790,Os1041_M,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,445,445,445,445,445
2791,Os1041_M,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,445,445,445,445,445
2792,Os1041_M,Os1041,Male,Shoes,Footwear,0.4,432,485.19,678,445,445,445,445,445
2793,Os1041_M,Os1041,Male,Boots,Footwear,0.4,432,485.19,678,445,445,445,445,445
2794,Os1041_M,Os1041,Male,Sunglasses,Accessories,0.4,432,485.19,678,445,445,445,445,445
2795,Os1041_M,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,445,445,445,445,445
2796,Os1041_M,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,445,445,445,445,445
2797,Os1041_M,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,445,445,445,445,445
2798,Os1041_M,Os1041,Male,Gloves,Accessories,0.4,432,485.19,678,445,445,445,445,445
2799,Os1041_M,Os1041,Male,Shorts,Clothing,0.4,432,485.19,678,445,445,445,445,445
2800,Os1041_M,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,445,445,445,445,445
2801,Os1041_M,Os1041,Male,Gloves,Accessories,0.4,432,485.19,678,445,445,445,445,445
2802,Os1041_M,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,445,445,445,445,445
2803,Os1041_M,Os1041,Male,Sandals,Footwear,0.4,432,485.19,678,445,445,445,445,445
2804,Os1041_M,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,445,445,445,445,445
2805,Os1041_M,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,445,445,445,445,445
2806,Os1041_M,Os1041,Male,Shorts,Clothing,0.4,432,485.19,678,445,445,445,445,445
2807,Os1041_M,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,445,445,445,445,445
2808,Os1041_M,Os1041,Male,Blouse,Clothing,0.4,432,485.19,678,445,445,445,445,445
2809,Os1041_M,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,445,445,445,445,445
2810,Os1041_M,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,445,445,445,445,445
2811,Os1041_M,Os1041,Male,Gloves,Accessories,0.4,432,485.19,678,445,445,445,445,445
2812,Os1041_M,Os1041,Male,Coat,Outerwear,0.4,432,485.19,678,445,445,445,445,445
2813,Os1041_M,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,445,445,445,445,445
2814,Os1041_M,Os1041,Male,Skirt,Clothing,0.4,432,485.19,678,445,445,445,445,445
2815,Os1041_M,Os1041,Male,Gloves,Accessories,0.4,432,485.19,678,445,445,445,445,445
2816,Os1041_M,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,445,445,445,445,445
2817,Os1041_M,Os1041,Male,Shorts,Clothing,0.4,432,485.19,678,445,445,445,445,445
2818,Os1041_M,Os1041,Male,Gloves,Accessories,0.4,432,485.19,678,445,445,445,445,445
2819,Os1041_M,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,445,445,445,445,445
2820,Os1041_M,Os1041,Male,Skirt,Clothing,0.4,432,485.19,678,445,445,445,445,445
2821,Os1041_M,Os1041,Male,Hat,Accessories,0.4,432,485.19,678,445,445,445,445,445
2822,Os1041_M,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,445,445,445,445,445
2823,Os1041_M,Os1041,Male,Sneakers,Footwear,0.4,432,485.19,678,445,445,445,445,445
2824,Os1041_M,Os1041,Male,Shirt,Clothing,0.4,432,485.19,678,445,445,445,445,445
2825,Os1041_M,Os1041,Male,Jacket,Outerwear,0.4,432,485.19,678,445,445,445,445,445
2826,Os1041_M,Os1041,Male,Belt,Accessories,0.4,432,485.19,678,445,445,445,445,445
2827,Os1041_M,Os1041,Male,T-shirt,Clothing,0.4,432,485.19,678,445,445,445,445,445
2828,Os1041_M,Os1041,Male,Jewelry,Accessories,0.4,432,485.19,678,445,445,445,445,445
2829,Os1041_M,Os1041,Male,T-shirt,Clothing,0.4,432,485.19,678,445,445,445,445,445
2830,Os1041_M,Os1041,Male,Jacket,Outerwear,0.4,432,485.19,678,445,445,445,445,445
2831,Os1041_M,Os1041,Male,Sweater,Clothing,0.4,432,485.19,678,445,445,445,445,445
2832,Os1041_M,Os1041,Male,Boots,Footwear,0.4,432,485.19,4345,445,445,445,445,445
2833,Os1041_M,Os1041,Male,Jeans,Clothing,0.4,432,485.19,4345,445,445,445,445,445
2834,Os1041_M,Os1041,Male,Jeans,Clothing,0.4,432,485.19,4345,445,445,445,445,445
2835,Os1041_M,Os1041,Male,Pants,Clothing,0.4,432,485.19,4345,445,445,445,445,445
